emp_no,dept_no,dept_name,first_name,last_name,gender,hire_date,salary,title
10038,d009,"Customer Service",Huan,Lortz,M,1989-09-20,52969,Staff
10038,d009,"Customer Service",Huan,Lortz,M,1989-09-20,56629,Staff
10038,d009,"Customer Service",Huan,Lortz,M,1989-09-20,58079,Staff
10038,d009,"Customer Service",Huan,Lortz,M,1989-09-20,60322,Staff
10038,d009,"Customer Service",Huan,Lortz,M,1989-09-20,62274,Staff
10038,d009,"Customer Service",Huan,Lortz,M,1989-09-20,62517,Staff
10038,d009,"Customer Service",Huan,Lortz,M,1989-09-20,62458,Staff
10038,d009,"Customer Service",Huan,Lortz,M,1989-09-20,64238,Staff
10038,d009,"Customer Service",Huan,Lortz,M,1989-09-20,64254,Staff
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,40000,"Senior Staff"
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,39735,"Senior Staff"
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,40484,"Senior Staff"
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,41291,"Senior Staff"
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,41301,"Senior Staff"
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,41957,"Senior Staff"
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,41788,"Senior Staff"
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,44620,"Senior Staff"
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,45933,"Senior Staff"
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,48575,"Senior Staff"
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,51326,"Senior Staff"
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,40000,Staff
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,39735,Staff
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,40484,Staff
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,41291,Staff
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,41301,Staff
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,41957,Staff
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,41788,Staff
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,44620,Staff
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,45933,Staff
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,48575,Staff
10049,d009,"Customer Service",Basil,Tramer,F,1992-05-04,51326,Staff
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,74686,"Senior Staff"
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,75594,"Senior Staff"
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,77772,"Senior Staff"
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,78393,"Senior Staff"
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,77964,"Senior Staff"
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,78057,"Senior Staff"
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,78983,"Senior Staff"
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,79900,"Senior Staff"
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,79684,"Senior Staff"
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,84052,"Senior Staff"
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,85960,"Senior Staff"
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,87773,"Senior Staff"
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,89769,"Senior Staff"
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,93188,"Senior Staff"
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,74686,Staff
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,75594,Staff
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,77772,Staff
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,78393,Staff
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,77964,Staff
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,78057,Staff
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,78983,Staff
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,79900,Staff
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,79684,Staff
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,84052,Staff
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,85960,Staff
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,87773,Staff
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,89769,Staff
10060,d009,"Customer Service",Breannda,Billingsley,M,1987-11-02,93188,Staff
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,65957,"Senior Staff"
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,67837,"Senior Staff"
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,70774,"Senior Staff"
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,70709,"Senior Staff"
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,73858,"Senior Staff"
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,78302,"Senior Staff"
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,79993,"Senior Staff"
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,79519,"Senior Staff"
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,83755,"Senior Staff"
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,84024,"Senior Staff"
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,87639,"Senior Staff"
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,91296,"Senior Staff"
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,95451,"Senior Staff"
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,98003,"Senior Staff"
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,65957,Staff
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,67837,Staff
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,70774,Staff
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,70709,Staff
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,73858,Staff
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,78302,Staff
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,79993,Staff
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,79519,Staff
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,83755,Staff
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,84024,Staff
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,87639,Staff
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,91296,Staff
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,95451,Staff
10088,d009,"Customer Service",Jungsoon,Syrzycki,F,1988-09-02,98003,Staff
10098,d009,"Customer Service",Sreekrishna,Servieres,F,1985-05-13,40000,Engineer
10098,d009,"Customer Service",Sreekrishna,Servieres,F,1985-05-13,41426,Engineer
10098,d009,"Customer Service",Sreekrishna,Servieres,F,1985-05-13,45147,Engineer
10098,d009,"Customer Service",Sreekrishna,Servieres,F,1985-05-13,48625,Engineer
10098,d009,"Customer Service",Sreekrishna,Servieres,F,1985-05-13,49228,Engineer
10098,d009,"Customer Service",Sreekrishna,Servieres,F,1985-05-13,51404,Engineer
10098,d009,"Customer Service",Sreekrishna,Servieres,F,1985-05-13,53646,Engineer
10098,d009,"Customer Service",Sreekrishna,Servieres,F,1985-05-13,56202,Engineer
10098,d009,"Customer Service",Sreekrishna,Servieres,F,1985-05-13,40000,"Senior Engineer"
10098,d009,"Customer Service",Sreekrishna,Servieres,F,1985-05-13,41426,"Senior Engineer"
10098,d009,"Customer Service",Sreekrishna,Servieres,F,1985-05-13,45147,"Senior Engineer"
10098,d009,"Customer Service",Sreekrishna,Servieres,F,1985-05-13,48625,"Senior Engineer"
10098,d009,"Customer Service",Sreekrishna,Servieres,F,1985-05-13,49228,"Senior Engineer"
10098,d009,"Customer Service",Sreekrishna,Servieres,F,1985-05-13,51404,"Senior Engineer"
10098,d009,"Customer Service",Sreekrishna,Servieres,F,1985-05-13,53646,"Senior Engineer"
10098,d009,"Customer Service",Sreekrishna,Servieres,F,1985-05-13,56202,"Senior Engineer"
10112,d009,"Customer Service",Yuichiro,Swick,F,1985-10-08,49500,Staff
10112,d009,"Customer Service",Yuichiro,Swick,F,1985-10-08,51558,Staff
10112,d009,"Customer Service",Yuichiro,Swick,F,1985-10-08,55935,Staff
10112,d009,"Customer Service",Yuichiro,Swick,F,1985-10-08,59291,Staff
10112,d009,"Customer Service",Yuichiro,Swick,F,1985-10-08,61070,Staff
10115,d009,"Customer Service",Chikara,Rissland,M,1986-01-23,40000,Staff
10115,d009,"Customer Service",Chikara,Rissland,M,1986-01-23,40143,Staff
10115,d009,"Customer Service",Chikara,Rissland,M,1986-01-23,43830,Staff
10115,d009,"Customer Service",Chikara,Rissland,M,1986-01-23,45032,Staff
10115,d009,"Customer Service",Chikara,Rissland,M,1986-01-23,47429,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,40000,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,42422,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,44369,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,46618,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,48304,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,50043,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,53369,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,53999,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,58390,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,62074,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,66149,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,67842,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,71295,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,73322,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,74352,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,73958,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,77310,"Senior Staff"
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,40000,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,42422,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,44369,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,46618,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,48304,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,50043,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,53369,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,53999,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,58390,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,62074,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,66149,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,67842,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,71295,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,73322,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,74352,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,73958,Staff
10126,d009,"Customer Service",Kayoko,Valtorta,M,1985-09-08,77310,Staff
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,40000,"Senior Staff"
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,40741,"Senior Staff"
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,42211,"Senior Staff"
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,42503,"Senior Staff"
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,42476,"Senior Staff"
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,44527,"Senior Staff"
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,44220,"Senior Staff"
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,45522,"Senior Staff"
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,46326,"Senior Staff"
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,49505,"Senior Staff"
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,53820,"Senior Staff"
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,58140,"Senior Staff"
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,60631,"Senior Staff"
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,64577,"Senior Staff"
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,67619,"Senior Staff"
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,40000,Staff
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,40741,Staff
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,42211,Staff
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,42503,Staff
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,42476,Staff
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,44527,Staff
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,44220,Staff
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,45522,Staff
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,46326,Staff
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,49505,Staff
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,53820,Staff
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,58140,Staff
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,60631,Staff
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,64577,Staff
10128,d009,"Customer Service",Babette,Lamba,F,1988-06-06,67619,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,40000,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,40414,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,44587,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,46573,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,46837,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,47168,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,47080,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,49241,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,49119,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,53536,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,54729,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,55661,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,57738,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,60034,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,63362,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,67007,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,68061,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,67794,"Senior Staff"
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,40000,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,40414,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,44587,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,46573,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,46837,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,47168,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,47080,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,49241,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,49119,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,53536,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,54729,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,55661,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,57738,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,60034,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,63362,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,67007,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,68061,Staff
10137,d009,"Customer Service",Maren,Hutton,M,1985-02-18,67794,Staff
10154,d009,"Customer Service",Abdulah,Thibadeau,F,1990-12-12,40000,Staff
10154,d009,"Customer Service",Abdulah,Thibadeau,F,1990-12-12,39564,Staff
10154,d009,"Customer Service",Abdulah,Thibadeau,F,1990-12-12,39855,Staff
10154,d009,"Customer Service",Abdulah,Thibadeau,F,1990-12-12,43213,Staff
10154,d009,"Customer Service",Abdulah,Thibadeau,F,1990-12-12,46853,Staff
10154,d009,"Customer Service",Abdulah,Thibadeau,F,1990-12-12,50766,Staff
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,52043,Engineer
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,54942,Engineer
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,56015,Engineer
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,59456,Engineer
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,61836,Engineer
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,61482,Engineer
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,63211,Engineer
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,62854,Engineer
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,66438,Engineer
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,67246,Engineer
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,71024,Engineer
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,72497,Engineer
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,52043,"Senior Engineer"
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,54942,"Senior Engineer"
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,56015,"Senior Engineer"
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,59456,"Senior Engineer"
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,61836,"Senior Engineer"
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,61482,"Senior Engineer"
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,63211,"Senior Engineer"
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,62854,"Senior Engineer"
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,66438,"Senior Engineer"
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,67246,"Senior Engineer"
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,71024,"Senior Engineer"
10164,d009,"Customer Service",Jagoda,Braunmuhl,M,1985-11-12,72497,"Senior Engineer"
10176,d009,"Customer Service",Brendon,Lenart,F,1994-12-22,54635,"Senior Staff"
10176,d009,"Customer Service",Brendon,Lenart,F,1994-12-22,56163,"Senior Staff"
10176,d009,"Customer Service",Brendon,Lenart,F,1994-12-22,57791,"Senior Staff"
10176,d009,"Customer Service",Brendon,Lenart,F,1994-12-22,60439,"Senior Staff"
10176,d009,"Customer Service",Brendon,Lenart,F,1994-12-22,64005,"Senior Staff"
10176,d009,"Customer Service",Brendon,Lenart,F,1994-12-22,68423,"Senior Staff"
10176,d009,"Customer Service",Brendon,Lenart,F,1994-12-22,71454,"Senior Staff"
10176,d009,"Customer Service",Brendon,Lenart,F,1994-12-22,71610,"Senior Staff"
10176,d009,"Customer Service",Brendon,Lenart,F,1994-12-22,54635,Staff
10176,d009,"Customer Service",Brendon,Lenart,F,1994-12-22,56163,Staff
10176,d009,"Customer Service",Brendon,Lenart,F,1994-12-22,57791,Staff
10176,d009,"Customer Service",Brendon,Lenart,F,1994-12-22,60439,Staff
10176,d009,"Customer Service",Brendon,Lenart,F,1994-12-22,64005,Staff
10176,d009,"Customer Service",Brendon,Lenart,F,1994-12-22,68423,Staff
10176,d009,"Customer Service",Brendon,Lenart,F,1994-12-22,71454,Staff
10176,d009,"Customer Service",Brendon,Lenart,F,1994-12-22,71610,Staff
10183,d009,"Customer Service",Mechthild,Bonifati,M,1996-08-11,40000,Staff
10183,d009,"Customer Service",Mechthild,Bonifati,M,1996-08-11,41791,Staff
10183,d009,"Customer Service",Mechthild,Bonifati,M,1996-08-11,43856,Staff
10183,d009,"Customer Service",Mechthild,Bonifati,M,1996-08-11,48205,Staff
10183,d009,"Customer Service",Mechthild,Bonifati,M,1996-08-11,51247,Staff
10183,d009,"Customer Service",Mechthild,Bonifati,M,1996-08-11,51873,Staff
10184,d009,"Customer Service",Mihalis,Lowrie,M,1987-10-29,48586,Staff
10184,d009,"Customer Service",Mihalis,Lowrie,M,1987-10-29,51710,Staff
10184,d009,"Customer Service",Mihalis,Lowrie,M,1987-10-29,52576,Staff
10184,d009,"Customer Service",Mihalis,Lowrie,M,1987-10-29,53720,Staff
10184,d009,"Customer Service",Mihalis,Lowrie,M,1987-10-29,57547,Staff
10210,d009,"Customer Service",Yuping,Alpin,M,1994-05-10,40000,"Senior Staff"
10210,d009,"Customer Service",Yuping,Alpin,M,1994-05-10,39836,"Senior Staff"
10210,d009,"Customer Service",Yuping,Alpin,M,1994-05-10,39940,"Senior Staff"
10210,d009,"Customer Service",Yuping,Alpin,M,1994-05-10,39661,"Senior Staff"
10210,d009,"Customer Service",Yuping,Alpin,M,1994-05-10,40803,"Senior Staff"
10210,d009,"Customer Service",Yuping,Alpin,M,1994-05-10,42890,"Senior Staff"
10210,d009,"Customer Service",Yuping,Alpin,M,1994-05-10,42619,"Senior Staff"
10210,d009,"Customer Service",Yuping,Alpin,M,1994-05-10,40000,Staff
10210,d009,"Customer Service",Yuping,Alpin,M,1994-05-10,39836,Staff
10210,d009,"Customer Service",Yuping,Alpin,M,1994-05-10,39940,Staff
10210,d009,"Customer Service",Yuping,Alpin,M,1994-05-10,39661,Staff
10210,d009,"Customer Service",Yuping,Alpin,M,1994-05-10,40803,Staff
10210,d009,"Customer Service",Yuping,Alpin,M,1994-05-10,42890,Staff
10210,d009,"Customer Service",Yuping,Alpin,M,1994-05-10,42619,Staff
10213,d009,"Customer Service",Jackson,Kakkad,M,1992-11-06,40000,Staff
10213,d009,"Customer Service",Jackson,Kakkad,M,1992-11-06,39636,Staff
10213,d009,"Customer Service",Jackson,Kakkad,M,1992-11-06,42190,Staff
10213,d009,"Customer Service",Jackson,Kakkad,M,1992-11-06,45748,Staff
10213,d009,"Customer Service",Jackson,Kakkad,M,1992-11-06,46693,Staff
10213,d009,"Customer Service",Jackson,Kakkad,M,1992-11-06,47824,Staff
10213,d009,"Customer Service",Jackson,Kakkad,M,1992-11-06,48846,Staff
10213,d009,"Customer Service",Jackson,Kakkad,M,1992-11-06,50786,Staff
10219,d009,"Customer Service",Genta,Kolvik,M,1993-03-31,40000,"Senior Staff"
10219,d009,"Customer Service",Genta,Kolvik,M,1993-03-31,42829,"Senior Staff"
10219,d009,"Customer Service",Genta,Kolvik,M,1993-03-31,45217,"Senior Staff"
10219,d009,"Customer Service",Genta,Kolvik,M,1993-03-31,46082,"Senior Staff"
10219,d009,"Customer Service",Genta,Kolvik,M,1993-03-31,48976,"Senior Staff"
10219,d009,"Customer Service",Genta,Kolvik,M,1993-03-31,48543,"Senior Staff"
10219,d009,"Customer Service",Genta,Kolvik,M,1993-03-31,52980,"Senior Staff"
10219,d009,"Customer Service",Genta,Kolvik,M,1993-03-31,55326,"Senior Staff"
10219,d009,"Customer Service",Genta,Kolvik,M,1993-03-31,59043,"Senior Staff"
10219,d009,"Customer Service",Genta,Kolvik,M,1993-03-31,61354,"Senior Staff"
10225,d009,"Customer Service",Kellie,Chinen,F,1986-06-19,40000,Staff
10225,d009,"Customer Service",Kellie,Chinen,F,1986-06-19,41105,Staff
10225,d009,"Customer Service",Kellie,Chinen,F,1986-06-19,44995,Staff
